title,episodes,released_date,end_date,producer_id,rating,studio
"Kono Danshi, Ningyo Hiroimashita.",24,2003-03-12,2016-12-27,1,6.39,Anime International Company Inc.
Kuroko no Basket: Baka ja Katenai no yo!,OVA,2006-06-01,2016-08-03,6,7.83,Mushi Production
Kyoukai no Kanata Movie: I ll Be Here - Kako-hen,Movie,2013-02-19,2016-02-15,23,2.3,Mushi Production
Mahoujin Guru Guru,36,2002-10-23,2016-09-18,7,8.3,Nippon Animation
One Piece: Heart of Gold,TV,2007-06-09,2016-12-03,4,7.8,Mushi Production
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,OVA,1999-03-21,2016-03-03,2,9.1,Studio Nue
The iDOLM@STER,14,2015-09-25,2017-05-10,16,2.18,Studio Ghibli
Trapp Ikka Monogatari,31,2016-07-18,2018-07-20,26,4.03,Anime International Company Inc.
Utawarerumono Specials,15,2004-02-18,2016-08-09,7,2.79,Magic Bus
World Trigger,TV,1997-01-24,2016-11-15,14,4.79,Mushi Production
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,OVA,1997-12-22,2016-09-04,30,9.25,Studio Nue
Bishoujo Senshi Sailor Moon R,38,1998-04-18,2016-01-27,1,1.43,Nippon Animation
Black Jack (TV),43,2000-03-08,2016-06-15,7,5.52,Magic Bus
Cardcaptor Sakura Movie 1,Movie,2001-11-03,2016-06-17,27,7.87,Anime International Company Inc.
Detective Conan: Black History,TV,2006-06-22,2016-10-21,23,5.85,Studio Gokumi
Fullmetal Alchemist: The Conqueror of Shamballa,Movie,2003-03-05,2016-10-28,27,9.16,Nippon Animation
Genshiken OVA,TV,2003-04-24,2016-07-11,11,6.72,GoHands
Hal,46,2005-03-15,2016-09-01,4,1.89,GoHands
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,Movie,1998-04-19,2016-11-08,13,1.77,P.A.Works
Higashi no Eden Movie I: The King of Eden,TV,2000-03-14,2016-11-05,11,1.7,Nippon Animation
Hungry Heart: Wild Striker,Movie,2005-01-09,2016-11-22,8,1.48,P.A.Works
Initial D Battle Stage 2,Movie,1998-06-19,2016-06-04,17,7.25,Imagin 
Kekkai Sensen,Movie,2003-06-10,2016-02-03,27,7.95,Magic Bus
Love Stage!! OVA,46,2016-09-07,2021-02-05,5,5.58,Studio Gokumi
Mahou Shoujo Lyrical Nanoha StrikerS,35,2006-10-11,2016-08-28,11,4.26,Studio Ghibli
Mousou Dairinin,16,2001-04-16,2016-10-18,26,5.28,P.A.Works
Muumindani no Suisei,TV,2014-05-27,2016-07-10,14,8.82,Mushi Production
Noein: Mou Hitori no Kimi e,Movie,2014-04-04,2019-04-08,15,2.81,Studio Hibari
Persona 3 the Movie 3: Falling Down,24,1998-01-18,2016-05-14,22,8.64,Studio Live
Sengoku Basara Two,1,2013-06-22,2018-08-04,9,5.77,Mushi Production
Shakugan no Shana,Movie,1998-01-08,2016-08-11,6,7.46,Imagin 
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,2,2007-12-19,2016-07-02,26,4.35,Pierrot 
Taiyou no Ko Esteban,36,2006-08-15,2016-11-23,27,1.03,Nippon Animation
Toriko,OVA,1997-09-25,2016-06-13,1,1.34,Studio Live
UN-GO: Inga-ron,TV,2008-11-04,2016-08-27,15,9.68,Pierrot 
Crayon Shin-chan,OVA,2004-02-28,2016-10-04,12,5.03,GoHands
Diamond no Ace OVA,40,2012-10-17,2016-09-20,29,7.53,Studio Nue
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie,2002-11-16,2016-08-07,21,6.07,Studio Ghibli
Flip Flappers,Movie,2007-06-16,2016-09-21,25,3.18,Mushi Production
GetBackers,29,2003-03-07,2016-04-06,28,1.32,Nippon Animation
K,TV,2013-05-02,2018-11-21,30,6.67,GoHands
Katekyo Hitman Reborn! Special,OVA,2000-11-02,2016-09-05,7,9.63,Studio Live
Kekkaishi,OVA,1997-06-13,2016-08-08,12,6.02,Imagin 
Kuroshitsuji II Specials,41,2002-12-28,2016-03-28,20,4.51,Anime International Company Inc.
Lady Lady!!,23,2008-04-22,2016-01-08,3,6.55,Studio Nue
Mitsudomoe,37,2002-06-01,2016-08-06,1,6.21,Imagin 
Prison School OVA,TV,2011-05-13,2016-02-26,25,2.62,Imagin 
Shakugan no Shana III (Final),Movie,2011-03-22,2016-12-18,13,5.82,Kyoto Animation 
Uchuu Senkan Yamato,OVA,2008-04-18,2016-05-05,22,9.89,P.A.Works
Wakakusa Monogatari: Nan to Jo-sensei,TV,2008-10-11,2016-05-23,9,7.83,P.A.Works
Zero no Tsukaima: Futatsuki no Kishi,OVA,1999-08-24,2016-12-16,11,0.56,Pierrot 
Ansatsu Kyoushitsu: 365-nichi no Jikan,Movie,1996-01-24,2016-06-06,12,9.4,Studio Nue
Daicon Opening Animations,OVA,2008-12-01,2016-06-27,24,2.24,Studio Nue
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,32,2008-10-28,2016-03-09,15,9.58,Studio Nue
Durarara!!x2 Ketsu: Dufufufu!!,TV,2004-04-20,2016-05-19,14,5.47,Studio Hibari
Future GPX Cyber Formula Sin,TV,2007-05-01,2016-06-07,4,0.45,Imagin 
Ie Naki Ko Remi Specials,TV,2010-03-25,2016-07-26,19,8.18,Studio Ghibli
Inazuma Eleven,19,2012-04-11,2016-12-01,7,1.64,Studio Hibari
Kara no Kyoukai 6: Boukyaku Rokuon,TV,1999-08-14,2016-01-05,16,0.41,Studio Hibari
Kyoukaisenjou no Horizon II,13,2003-02-27,2016-10-17,3,9.52,GoHands
Mobile Police Patlabor: On Television,TV,2011-05-25,2016-03-24,18,3.72,Studio Gokumi
Mujin Wakusei Survive,Movie,2011-03-24,2016-08-23,4,9.77,Magic Bus
New Prince of Tennis OVA vs. Genius10,46,2015-09-03,2017-09-28,21,2.52,Studio Hibari
Noblesse: Awakening,8,1996-04-14,2016-03-08,22,7.14,Nippon Animation
Ouritsu Uchuugun: Honneamise no Tsubasa,9,1996-10-16,2016-02-14,11,6.59,Nippon Animation
Tanaka-kun wa Itsumo Kedaruge Specials,8,2015-08-16,2019-06-08,21,0.72,Pierrot 
Toradora! OVA,27,1999-10-18,2016-05-06,20,5.28,GoHands
Towa no Quon 5: Souzetsu no Raifuku,TV,2011-06-09,2016-04-11,20,2.79,Imagin 
Urusei Yatsura Movie 5: Final,17,2002-04-22,2016-08-17,20,9.96,Studio Gokumi
Zhen Hun Jie,Movie,2004-01-13,2016-04-11,17,0.31,Kyoto Animation 
Aa! Megami-sama!: Tatakau Tsubasa,OVA,2007-11-22,2016-08-01,28,1.58,Studio Gokumi
Arakawa Under the Bridge,19,2003-09-11,2016-12-16,27,1.75,GoHands
Bishoujo Senshi Sailor Moon,24,2015-05-04,2020-08-02,2,2.71,Studio Live
Evangelion: 3.0 You Can (Not) Redo,4,1997-08-09,2016-03-19,23,3.99,Anime International Company Inc.
Fullmetal Alchemist: Brotherhood - 4-Koma Theater,Movie,2007-08-03,2016-08-17,26,3.5,Anime International Company Inc.
Gakkou no Kaidan,OVA,2003-06-25,2016-11-18,12,2.7,Studio Hibari
Gakkougurashi!,Movie,2000-07-26,2016-08-19,14,5.94,Mushi Production
Gensoumaden Saiyuuki,OVA,2007-11-22,2016-02-17,5,3.55,Pierrot 
Giant Killing,42,1999-06-14,2016-11-03,24,1.56,Imagin 
Hetalia: The World Twinkle Extra Disc,3,2014-04-03,2016-01-08,18,2.98,Studio Ghibli
High School DxD BorN,0,2001-05-21,2016-08-11,17,3.63,Studio Hibari
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,OVA,2000-11-10,2016-05-22,7,6.62,Mushi Production
Mainichi Kaasan,8,2000-08-24,2016-04-25,14,5.54,Kyoto Animation 
Mirai Nikki Redial,OVA,2006-04-18,2016-02-08,13,5.89,GoHands
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,Movie,1999-07-10,2016-07-15,28,3.11,Studio Gokumi
Ojiisan no Lamp,12,2003-11-22,2016-09-23,16,2.95,Imagin 
Pokemon Black and White 2: Introduction Movie,28,1999-09-13,2016-01-12,14,8.54,Studio Gokumi
Prince of Tennis: Another Story II - Ano Toki no Bokura,10,2016-10-17,2018-08-15,3,5.13,Nippon Animation
Seitokai Yakuindomo,TV,2000-04-10,2016-09-23,7,4.41,Pierrot 
Shounen Onmyouji,TV,2007-04-19,2016-10-25,11,9.35,Anime International Company Inc.
Sukitte Ii na yo.,36,2001-06-18,2016-09-13,19,5.59,Pierrot 
Toaru Majutsu no Index: Endymion no Kiseki,Movie,2006-10-08,2016-12-14,9,3.61,Anime International Company Inc.
Tokyo Ghoul: &quot Jack&quot ,14,2000-08-02,2016-08-02,21,6.73,Studio Live
Ushio to Tora (TV),Movie,2006-09-13,2016-04-22,16,2.97,Studio Ghibli
Ano Natsu de Matteru,41,2011-10-24,2016-03-08,14,9.91,Studio Gokumi
Arslan Senki (TV): Fuujin Ranbu,32,1996-12-02,2016-06-27,19,1.2,Anime International Company Inc.
Boku wa Tomodachi ga Sukunai Next,5,2014-10-14,2016-10-22,25,9.3,Studio Ghibli
Fairy Tail Movie 1: Houou no Miko,13,2008-12-02,2016-06-16,24,2.31,Mushi Production
Final Fantasy VII: Advent Children - Venice Film Festival Footage,20,1997-01-19,2016-12-22,20,1.23,Studio Gokumi
Future GPX Cyber Formula Zero,Movie,2006-11-15,2016-05-05,2,0.3,Studio Hibari
Ghost in the Shell: Arise - Border:2 Ghost Whispers,Movie,2004-02-21,2016-12-18,11,7.1,P.A.Works
High School DxD,OVA,2011-01-15,2016-10-08,12,6.14,Nippon Animation
Hourou Musuko Specials,7,2011-10-19,2016-04-08,15,2.28,Mushi Production
Ike! Ina-chuu Takkyuubu,36,2006-01-07,2016-07-14,8,9.28,Studio Live
Imawa no Kuni no Alice (OVA),13,1999-04-13,2016-12-17,6,1.79,Studio Gokumi
Isshuukan Friends.,OVA,1996-09-01,2016-03-28,17,6.57,Anime International Company Inc.
Kamisama no Memochou,Movie,2012-12-01,2016-09-15,23,1.85,Pierrot 
Kimagure Orange☆Road,33,1997-09-02,2016-06-19,14,0.1,Studio Nue
Ling Qi,35,2012-01-11,2016-08-16,4,7.78,Studio Hibari
Love Live! School Idol Project,TV,2012-10-09,2016-02-02,29,2.56,Kyoto Animation 
Oda Nobuna no Yabou,TV,1999-10-27,2016-03-28,10,6.05,Nippon Animation
Pokemon XY: Mega Evolution,OVA,2000-10-28,2016-04-02,6,9.56,Studio Gokumi
Ranma ½: Akumu! Shunmin Kou,46,2015-07-15,2019-09-23,4,8.78,Studio Hibari
Shingeki no Kyojin Movie 1: Guren no Yumiya,Movie,2005-04-07,2016-02-23,26,5.41,Magic Bus
Strike Witches Movie,5,2002-10-13,2016-11-02,8,8.85,Nippon Animation
Tsubasa Chronicle 2nd Season,OVA,2004-06-18,2016-08-24,29,7.95,P.A.Works
Uchuu Patrol Luluco,Movie,2003-11-06,2016-03-26,1,2.66,Nippon Animation
Waga Seishun no Arcadia,TV,2015-05-15,2019-09-11,10,3.57,Magic Bus
"Yondemasu yo, Azazel-san.",12,2009-10-04,2016-07-02,3,1.05,Magic Bus
Yuru Yuri,40,2009-11-06,2016-03-16,5,4.84,Imagin 
Aa! Megami-sama!: Sorezore no Tsubasa,OVA,1996-04-21,2016-05-22,13,2.1,Mushi Production
Aikatsu!,0,2010-10-12,2016-12-23,27,8.37,Imagin 
Air Gear,Movie,2016-06-22,2019-08-18,11,5.16,Imagin 
Chuuka Ichiban!,14,2008-06-14,2016-07-27,28,8.79,Magic Bus
Gugure! Kokkuri-san,OVA,2008-02-06,2016-04-20,15,1.68,Pierrot 
Hanbun no Tsuki ga Noboru Sora,TV,1997-02-17,2016-05-15,22,0.16,Studio Nue
Initial D: Project D to the Next Stage - Project D e Mukete,45,2004-02-25,2016-10-09,30,9.32,Nippon Animation
Inu x Boku SS,OVA,2008-12-28,2016-03-08,29,4.97,Magic Bus
InuYasha: Toki wo Koeru Omoi,Movie,2016-06-04,2020-10-20,23,5.13,Studio Live
Kiniro no Corda: Primo Passo,TV,2014-04-04,2016-09-24,19,2.07,Studio Hibari
Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,44,2014-11-11,2016-11-07,14,8.38,P.A.Works
Kuroshitsuji Special,TV,2012-11-13,2017-12-10,13,9.71,Studio Nue
Layton Kyouju to Eien no Utahime,OVA,2008-08-08,2016-07-20,25,1.1,Studio Ghibli
Love Stage!!,TV,2012-01-20,2016-06-12,30,7.33,Studio Gokumi
Macross Zero,TV,2004-12-14,2016-09-15,20,4.99,Studio Live
Moyashimon,45,2016-08-14,2021-06-07,15,8.83,Studio Ghibli
Nodame Cantabile OVA 2,23,2011-01-09,2016-12-16,18,5.38,Studio Hibari
Saenai Heroine no Sodatekata,Movie,2014-12-25,2016-10-20,17,0.2,Studio Nue
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,Movie,1998-05-19,2016-09-01,30,4.44,P.A.Works
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,Movie,2014-05-10,2016-09-04,20,8.02,P.A.Works
Toaru Majutsu no Index,OVA,2007-02-15,2016-07-20,2,4.08,Imagin 
Tonari no Seki-kun,OVA,2000-10-04,2016-08-10,17,8.55,Studio Gokumi
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,TV,2010-05-17,2016-07-22,27,5.06,Pierrot 
Ajin OVA,31,2008-01-20,2016-12-16,1,9.67,Pierrot 
Amagi Brilliant Park,32,1997-11-12,2016-08-21,6,3.71,Studio Gokumi
Ashita no Nadja,OVA,2003-12-05,2016-11-06,26,2.39,Studio Live
Basilisk: Kouga Ninpou Chou,OVA,2005-03-19,2016-02-19,30,9.44,Anime International Company Inc.
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,Movie,2016-01-21,2017-05-01,15,6.23,Mushi Production
Btooom!,TV,2000-03-15,2016-02-08,26,1.85,P.A.Works
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,OVA,2004-11-15,2016-02-02,17,5.3,Studio Ghibli
Kaleido Star: Aratanaru Tsubasa - Extra Stage,TV,2007-06-22,2016-01-26,18,5.38,Studio Ghibli
Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,TV,2016-02-23,2016-09-10,21,3.5,Imagin 
Mutsu Enmei Ryuu Gaiden: Shura no Toki,OVA,2015-04-28,2020-11-02,2,9.99,Anime International Company Inc.
Persona 4 the Animation,33,1998-04-13,2016-06-01,12,8.29,P.A.Works
Sora no Otoshimono,28,2016-10-10,2017-03-28,10,1.02,Nippon Animation
Aura: Maryuuin Kouga Saigo no Tatakai,26,2009-06-19,2016-10-08,14,0.84,Studio Ghibli
City Hunter: Goodbye My Sweetheart,21,2011-09-02,2016-07-27,1,0.23,Studio Hibari
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,TV,2000-09-19,2016-09-08,21,8.27,GoHands
Fantastic Children,Movie,2016-07-23,2016-12-19,1,4.72,Pierrot 
Free!,OVA,2014-10-10,2018-04-14,20,5.66,P.A.Works
Ghost in the Shell (2015),34,2005-12-01,2016-08-14,20,0.66,Studio Ghibli
Grisaia no Kajitsu,44,2012-12-25,2016-09-12,5,6.72,Imagin 
Haiyore! Nyaruko-san F,13,2014-12-07,2018-06-01,5,3.53,Mushi Production
Hetalia: The Beautiful World Extra Disc,OVA,1999-09-13,2016-06-08,30,2.71,GoHands
Jewelpet Twinkle☆,OVA,2002-02-15,2016-01-25,27,6.28,Anime International Company Inc.
Juubee Ninpuuchou,11,2003-12-07,2016-05-12,11,1.45,Mushi Production
Kiznaiver,TV,1999-08-03,2016-07-03,23,4.66,P.A.Works
Kore wa Zombie Desu ka?,14,2011-03-22,2016-11-24,10,3.25,Pierrot 
Mitsudomoe Special,Movie,1997-09-27,2016-12-15,4,9.13,Nippon Animation
New Prince of Tennis,TV,2003-04-01,2016-06-25,1,1.32,Nippon Animation
Sakamoto desu ga?,Movie,2014-04-18,2018-02-02,3,9.78,Pierrot 
Tales of Symphonia The Animation: Tethe alla-hen,TV,1998-12-09,2016-01-22,10,9.32,GoHands
Tatakae! Chou Robot Seimeitai Transformers,22,2004-05-16,2016-02-13,30,2.38,Magic Bus
Tsubasa Chronicle,TV,1997-05-02,2016-10-19,21,0.6,Imagin 
Aldnoah.Zero,37,2015-01-27,2017-09-08,20,8.31,Anime International Company Inc.
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Movie,1997-12-13,2016-11-03,15,8.67,P.A.Works
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,15,2004-08-21,2016-06-11,1,1.16,Studio Gokumi
Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,Movie,1997-09-02,2016-12-21,21,6.89,Studio Hibari
Detective Conan: Conan vs. Kid - Jet Black Sniper,Movie,2001-12-14,2016-10-04,6,2.25,GoHands
Digimon Adventure tri. 1: Saikai,OVA,1998-10-19,2016-03-20,26,8.0,Studio Live
Durarara!!x2 Ten: Onoroke Chakapoko,27,1998-12-16,2016-04-22,3,9.08,Studio Nue
Girls und Panzer,Movie,2016-10-15,2017-09-22,25,2.71,Kyoto Animation 
Heroic Age,46,1999-02-15,2016-12-06,6,4.19,Mushi Production
Kareshi Kanojo no Jijou,Movie,2009-04-02,2016-09-15,1,1.6,P.A.Works
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,Movie,1997-02-16,2016-08-22,15,8.48,Imagin 
Konjiki no Gash Bell!!,42,2016-06-27,2016-09-16,18,9.45,Studio Live
Log Horizon 2nd Season,OVA,1999-11-14,2016-05-16,7,8.9,Kyoto Animation 
Mobile Suit Gundam Seed: Seed Supernova - Tanekyara Gekijou,Movie,1998-06-22,2016-06-02,26,2.72,GoHands
Mobile Suit Gundam Wing: Operation Meteor,34,2009-08-08,2016-09-14,11,5.01,P.A.Works
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,OVA,2007-05-05,2016-10-07,20,0.38,Imagin 
Plawres Sanshirou,TV,2003-04-22,2016-02-24,25,7.02,Imagin 
Pokemon: Mewtwo no Gyakushuu,29,2010-07-03,2016-12-12,26,3.14,Mushi Production
Shion no Ou,47,2003-02-27,2016-07-05,21,8.66,Studio Gokumi
Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi,20,2000-04-13,2016-07-27,9,5.59,Nippon Animation
Tales of Symphonia The Animation: Sekai Tougou-hen,40,2004-08-24,2016-04-18,5,8.9,Studio Ghibli
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,7,2011-11-14,2016-08-24,18,0.27,Anime International Company Inc.
Udon no Kuni no Kiniro Kemari,TV,2013-02-08,2016-05-17,1,0.32,Kyoto Animation 
UFO Robo Grendizer,26,2010-10-26,2016-05-15,14,0.81,P.A.Works
Aa! Megami-sama! Movie,19,2016-09-27,2019-05-08,22,6.91,Studio Gokumi
Acchi Kocchi (TV),TV,2001-12-11,2016-12-05,7,6.05,Studio Live
Area 88,TV,2001-06-04,2016-03-04,4,8.78,P.A.Works
Darker than Black: Kuro no Keiyakusha Special,TV,2014-11-10,2016-07-26,3,3.48,Pierrot 
Detective Conan: Black History 2,20,2000-04-09,2016-10-07,9,6.82,Anime International Company Inc.
Digimon Tamers,18,2010-07-26,2016-12-08,18,1.64,Studio Nue
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,25,2009-07-19,2016-03-18,7,2.84,Anime International Company Inc.
Flying Witch,0,2010-04-28,2016-02-14,25,6.48,Magic Bus
Fushigi no Umi no Nadia,5,1997-11-16,2016-06-13,29,2.91,Pierrot 
High School DxD BorN: Yomigaeranai Fushichou,37,2007-05-01,2016-04-08,6,4.35,Nippon Animation
Jigoku Sensei Nube,12,2014-02-18,2016-12-05,11,9.06,Magic Bus
Kappa no Coo to Natsuyasumi,30,2003-08-14,2016-07-18,10,7.6,Studio Nue
Majokko Shimai no Yoyo to Nene,43,2016-04-04,2018-11-22,25,3.97,Anime International Company Inc.
Minami-ke Okaeri,26,2007-08-08,2016-10-20,14,2.96,Imagin 
New Prince of Tennis Specials,41,2014-04-04,2019-12-05,5,2.89,Studio Live
Nijuu Mensou no Musume,29,2002-07-24,2016-02-05,29,3.54,Studio Nue
Non Non Biyori: Okinawa e Ikukoto ni Natta,3,2004-01-28,2016-01-15,6,6.33,Studio Ghibli
"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",32,2006-12-18,2016-06-16,29,7.23,Studio Hibari
Owari no Seraph,TV,2009-02-11,2016-10-12,26,3.0,P.A.Works
Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,OVA,1998-11-15,2016-01-05,4,5.02,Imagin 
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,8,2008-11-21,2016-09-07,27,3.22,Imagin 
"Yondemasu yo, Azazel-san. Z",OVA,2008-07-22,2016-02-04,15,8.62,Studio Nue
Aa! Megami-sama!: Sorezore no Tsubasa Specials,37,1996-02-03,2016-02-14,16,6.74,Studio Live
Bishoujo Senshi Sailor Moon SuperS,5,1997-11-11,2016-09-12,9,5.03,Magic Bus
CLAMP in Wonderland 2,Movie,2001-08-12,2016-02-09,30,4.26,Studio Hibari
Detective Conan OVA 04: Conan and Kid and Crystal Mother,15,2008-07-02,2016-09-27,27,5.72,Pierrot 
Future GPX Cyber Formula Saga,38,1998-12-11,2016-03-12,2,5.18,Studio Gokumi
Ghost in the Shell: Arise - Border:1 Ghost Pain,Movie,1999-07-16,2016-03-26,6,0.72,Magic Bus
Hakuouki OVA,OVA,2004-08-28,2016-11-21,11,0.32,Imagin 
Hellsing,37,2013-07-16,2016-10-04,25,9.65,Kyoto Animation 
Hokuto no Ken 2,TV,2008-07-03,2016-12-12,18,3.76,Magic Bus
Junjou Romantica Special,TV,2013-08-28,2017-02-28,28,2.6,Kyoto Animation 
Kaitou Saint Tail,OVA,2006-07-07,2016-02-03,6,9.84,Studio Nue
Kore wa Zombie Desu ka? of the Dead OVA,5,1996-09-20,2016-03-12,2,9.81,P.A.Works
Little Busters!,TV,2000-04-08,2016-03-12,30,5.02,P.A.Works
Marmalade Boy,20,2000-12-01,2016-02-08,13,6.09,Magic Bus
Ningen Shikkaku: Director s Cut-ban,OVA,2008-02-21,2016-01-25,26,8.78,Mushi Production
Omoide Poroporo,6,2015-11-26,2020-01-16,19,6.11,Pierrot 
R.O.D the TV,31,2010-06-21,2016-08-24,12,9.05,Anime International Company Inc.
Saint☆Oniisan,OVA,1996-03-12,2016-09-09,3,8.13,Studio Ghibli
Sayonara Zetsubou Sensei Special,27,1997-07-22,2016-03-19,17,1.2,Kyoto Animation 
Suisei no Gargantia,Movie,2002-03-05,2016-10-05,16,6.93,Studio Nue
Towa no Quon 3: Mugen no Renza,26,2002-06-25,2016-05-20,17,7.38,GoHands
Watashi ga Motete Dousunda,47,2000-11-13,2016-09-22,30,7.63,Studio Gokumi
"Yondemasu yo, Azazel-san. (TV)",TV,2003-07-13,2016-10-27,29,1.38,Pierrot 
&quot Bungaku Shoujo&quot  Movie,19,2003-07-05,2016-02-11,9,8.84,Studio Gokumi
Amaama to Inazuma,12,2011-09-10,2016-10-08,22,9.39,GoHands
Angel Beats!: Another Epilogue,20,2005-02-04,2016-09-18,6,6.69,Studio Nue
Hakuouki Reimeiroku,33,2013-09-21,2018-03-04,28,6.16,Studio Hibari
Hokuto no Ken: Raoh Gaiden Gekitou-hen,Movie,2010-09-17,2016-03-11,25,2.84,Magic Bus
Initial D Battle Stage,0,2003-12-05,2016-05-16,3,9.11,Magic Bus
Konnichiwa Anne: Before Green Gables,10,2010-02-04,2016-07-11,28,9.51,Studio Ghibli
Kuruneko,30,2016-05-25,2020-07-25,24,6.63,Imagin 
Love Live! Sunshine!!,45,2009-12-10,2016-05-03,11,4.52,Kyoto Animation 
Mardock Scramble: The First Compression,10,2005-03-12,2016-04-26,29,4.67,Studio Hibari
Medaka Box Abnormal,25,2009-07-23,2016-09-02,9,4.4,Studio Nue
Patalliro!,47,1999-09-12,2016-06-18,16,7.78,Kyoto Animation 
Perrine Monogatari,Movie,2015-01-16,2016-10-16,24,9.81,Studio Live
Prince of Tennis: Atobe s Gift,OVA,2014-03-06,2019-05-02,13,1.73,P.A.Works
Rokka no Yuusha,32,2004-09-07,2016-09-22,6,7.06,Imagin 
Saki Achiga-hen: Episode of Side-A Specials,42,2002-11-27,2016-07-08,9,1.68,Imagin 
"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",OVA,2015-03-11,2017-05-14,21,1.64,Studio Nue
Sora no Otoshimono: Project Pink,OVA,1999-04-16,2016-06-03,24,8.06,Studio Gokumi
Suzumiya Haruhi-chan no Yuuutsu,6,2004-05-09,2016-09-04,6,0.43,GoHands
Uchuu Senkan Yamato 2,34,1996-11-04,2016-03-01,8,2.7,Studio Gokumi
Yawara!,0,1999-12-10,2016-05-06,21,4.71,Studio Ghibli
Accel World,TV,2002-01-03,2016-03-09,27,0.53,Studio Hibari
Acchi Kocchi (TV): Place=Princess,Movie,2002-04-01,2016-09-17,30,5.1,Anime International Company Inc.
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,TV,2004-07-27,2016-05-28,30,5.64,Imagin 
Cardcaptor Sakura Specials,11,2009-02-14,2016-05-18,25,8.04,Magic Bus
Darker than Black: Ryuusei no Gemini,Movie,2012-12-20,2016-02-21,6,9.68,GoHands
Donten ni Warau,39,2006-05-20,2016-03-19,4,9.96,GoHands
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",TV,2006-04-26,2016-02-23,8,2.36,P.A.Works
Dragon Ball Z Movie 14: Kami to Kami,32,2009-06-02,2016-08-13,24,6.3,Pierrot 
Fate/kaleid liner Prisma☆Illya 3rei!!,TV,2016-11-12,2019-12-16,1,5.27,Anime International Company Inc.
Gallery Fake,20,2014-08-06,2016-09-15,27,1.95,Studio Nue
Grimm Masterpiece Theater,5,1998-04-05,2016-03-02,5,7.02,Kyoto Animation 
Hello!! Kiniro Mosaic,Movie,2016-04-22,2017-08-08,10,9.18,Pierrot 
Hidamari Sketch Specials,OVA,2005-07-01,2016-11-18,14,6.62,Pierrot 
InuYasha: Guren no Houraijima,35,2001-02-22,2016-08-25,8,9.63,Nippon Animation
Kuroko no Basket Movie 2: Winter Cup Soushuuhen - Namida no Saki e,37,2010-03-21,2016-08-08,24,9.77,Kyoto Animation 
Metropolis,13,2010-10-19,2016-12-13,23,3.12,Studio Ghibli
Mobile Fighter G Gundam,37,1997-11-04,2016-12-05,13,2.74,Nippon Animation
Naruto: Shippuuden Movie 5 - Blood Prison,23,1997-05-08,2016-03-18,14,7.84,Studio Gokumi
Shigofumi,TV,2015-05-28,2016-10-03,9,7.43,Studio Ghibli
Shinryaku!? Ika Musume,Movie,2004-09-06,2016-07-24,25,5.47,Imagin 
Shokugeki no Souma OVA,22,2004-09-21,2016-12-01,9,9.27,Imagin 
Shoubushi Densetsu Tetsuya,0,2015-03-21,2019-07-07,26,4.36,Studio Live
So Ra No Wo To Specials,OVA,2001-04-27,2016-07-20,9,0.58,Imagin 
Sweat Punch,Movie,2008-08-21,2016-11-09,11,9.97,Studio Live
Yozakura Quartet: Tsuki ni Naku,15,2013-05-12,2016-08-14,8,1.12,Magic Bus
Yuusha Keisatsu J-Decker,OVA,2007-02-11,2016-03-01,11,2.83,Studio Gokumi
Zero no Tsukaima,41,2003-10-11,2016-01-04,8,9.99,Studio Hibari
